what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.paste",1525651112011
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.paste",1525651113433
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1525651117167
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1525651118527
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1525651150528
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1525651156122
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.copy",1525651158559
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.paste",1525651158872
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1525651188272
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1525651193335
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1525651240493
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.undo",1525651287972
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.undo",1525651288363
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.undo",1525651288753
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.undo",1525651289144
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.paste",1525651306257
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.copy",1525651311304
started,bundle,org.eclipse.pde.api.tools,1.0.100.v20090526,"org.eclipse.pde.api.tools",1525651316477
started,bundle,org.eclipse.pde.api.tools.ui,1.0.100.v20090526,"org.eclipse.pde.api.tools.ui",1525651316539
started,bundle,org.eclipse.mylyn.java.ui,3.2.3.v20100217-0100-e3x,"org.eclipse.mylyn.java.ui",1525651316602
started,bundle,org.eclipse.mylyn.pde.ui,3.2.3.v20100217-0100-e3x,"org.eclipse.mylyn.pde.ui",1525651316773
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1525651321633
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1525651321836
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.undo",1525651333633
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1525651347899
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1525651364400
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1525651383503
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1525651391035
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.copy",1525651395910
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.paste",1525651396551
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.copy",1525651400239
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.paste",1525651400926
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.copy",1525651411445
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.paste",1525651411601
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.paste",1525651412210
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.undo",1525651414648
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.undo",1525651415070
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.copy",1525651419032
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.paste",1525651419225
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.paste",1525651419723
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.paste",1525651422276
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.copy",1525651428296
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.paste",1525651428514
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.paste",1525651428968
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.copy",1525651434733
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.paste",1525651435859
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.copy",1525651437296
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.paste",1525651438265
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.copy",1525651439359
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.paste",1525651440374
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.copy",1525651441927
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.paste",1525651442786
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.saveAll",1525651451068
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1525651454599
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1525651455115
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1525651461053
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1525651471756
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1525651476085
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1525651519507
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1525651527461
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1525651530742
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1525651537227
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1525651598240
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1525651604084
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1525651605615
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1525651610209
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1525651631115
executed,command,org.eclipse.ui.ide,3.5.0.I20090525-2000,"org.eclipse.ui.project.properties",1525651631130
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1525651635579
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1525651677661
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1525651681536
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1525651682051
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1525651682395
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1525651683067
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.saveAll",1525651689192
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1525651689864
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1525651692833
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1525651696974
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1525651717751
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1525651727892
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1525651730189
closed,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1525651730845
stopped,bundle,org.eclipse.uml2.diagram.codegen.edit,0.9.0.v200906190654,"org.eclipse.uml2.diagram.codegen.edit",1525651732908
stopped,bundle,org.eclipse.uml2.diagram.codegen,0.9.0.v200906190654,"org.eclipse.uml2.diagram.codegen",1525651732986
stopped,bundle,org.eclipse.gmf.codegen.ui,1.1.100.v20090424-1042,"org.eclipse.gmf.codegen.ui",1525651733424
stopped,bundle,org.eclipse.m2m.qvt.oml.ui,2.0.0.v20090526-1940,"org.eclipse.m2m.qvt.oml.ui",1525651733658
stopped,bundle,org.eclipse.mylyn.pde.ui,3.2.3.v20100217-0100-e3x,"org.eclipse.mylyn.pde.ui",1525651733658
stopped,bundle,org.eclipse.pde.api.tools.ui,1.0.100.v20090526,"org.eclipse.pde.api.tools.ui",1525651733658
stopped,bundle,org.eclipse.pde.ds.ui,1.0.0.v20090527,"org.eclipse.pde.ds.ui",1525651733736
stopped,bundle,org.eclipse.pde.runtime,3.4.100.v20090527,"org.eclipse.pde.runtime",1525651733861
stopped,bundle,org.eclipse.pde.ua.ui,1.0.0.v20090511,"org.eclipse.pde.ua.ui",1525651733908
stopped,bundle,org.eclipse.pde.ui.templates,3.4.100.v20090527,"org.eclipse.pde.ui.templates",1525651733986
stopped,bundle,org.eclipse.pde.ui,3.5.0.v20090528,"org.eclipse.pde.ui",1525651733986
stopped,bundle,org.eclipse.mylyn.ide.ant,3.2.3.v20100217-0100-e3x,"org.eclipse.mylyn.ide.ant",1525651734424
stopped,bundle,org.eclipse.ant.ui,3.4.0.v20090520,"org.eclipse.ant.ui",1525651734439
activated,perspective,org.eclipse.jdt.ui,,"org.eclipse.jdt.ui.JavaPerspective",1525660574936
started,bundle,org.eclipse.osgi,3.5.0.v20090520,"org.eclipse.osgi",1525660574936
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.100.v20090520-1905,"org.eclipse.equinox.simpleconfigurator",1525660574936
started,bundle,com.ibm.icu,4.0.1.v20090415,"com.ibm.icu",1525660574936
started,bundle,org.eclipse.compare.core,3.5.0.I20090430-0408,"org.eclipse.compare.core",1525660574953
started,bundle,org.eclipse.core.contenttype,3.4.0.v20090429-1800,"org.eclipse.core.contenttype",1525660574956
started,bundle,org.eclipse.core.databinding.observable,1.2.0.I20090604-2000,"org.eclipse.core.databinding.observable",1525660574958
started,bundle,org.eclipse.core.expressions,3.4.100.v20090429-1800,"org.eclipse.core.expressions",1525660574958
started,bundle,org.eclipse.core.filebuffers,3.5.0.v20090526-2000,"org.eclipse.core.filebuffers",1525660574958
started,bundle,org.eclipse.core.filesystem,1.2.0.v20090507,"org.eclipse.core.filesystem",1525660574958
started,bundle,org.eclipse.core.jobs,3.4.100.v20090429-1800,"org.eclipse.core.jobs",1525660575058
started,bundle,org.eclipse.core.net,1.2.0.I20090522-1010,"org.eclipse.core.net",1525660575058
started,bundle,org.eclipse.core.resources,3.5.0.v20090512,"org.eclipse.core.resources",1525660575058
started,bundle,org.eclipse.core.runtime,3.5.0.v20090525,"org.eclipse.core.runtime",1525660575074
started,bundle,org.eclipse.core.runtime.compatibility,3.2.0.v20090413,"org.eclipse.core.runtime.compatibility",1525660575089
